node_id,position_x,position_y,speed,direction,acceleration,packet_sent,packet_received,packet_drop_ratio,latency,message_retransmission_count,signal_strength,trust_score,neighbor_trust_score_avg,historical_trust_score,false_packet_injection,blackhole_attack_attempts,sybil_attack_attempts,denial_of_service
1512,718.1230762,782.848618,17.9471328,158.5126713,1.980438589,327,406,0.241590214,77.33356365,1,-92.65295207,0.887535561,0.838191972,0.833519459,46,0,2,3
1513,955.523696,845.5108108,25.64460159,225.0749958,-1.974577229,237,102,0.569620253,56.14423946,5,-73.47870979,0.579085047,0.550330466,0.566243223,39,4,1,4
1514,18.23258268,799.0821458,11.44723163,176.54773,-0.766448149,439,97,0.77904328,59.71547718,9,-99.11250458,0.376792893,0.46174842,0.338579022,28,3,0,4
1515,195.7779857,508.4790353,22.20107835,314.1239466,0.602128113,357,316,0.114845938,33.95827253,8,-76.9949332,0.538996875,0.518304486,0.554520412,30,3,2,2
1516,7.562874978,232.9018386,18.83101241,196.8965469,-0.106477569,380,355,0.065789474,13.46858448,4,-88.14516055,0.151862411,0.162320313,0.056870315,2,0,1,2
1517,647.4747142,845.3299757,11.26946206,173.0813105,-1.808036189,263,249,0.053231939,68.59050101,2,-61.06149936,0.674753423,0.683904116,0.696484191,42,0,2,4
1518,898.0305489,727.1628097,4.231793985,332.8563566,-2.156301859,378,76,0.798941799,1.047731907,9,-64.14099597,0.98213318,0.998763432,1.128090167,24,4,1,4
1519,243.4822966,980.7611744,21.27971558,259.0882546,-2.260522366,78,464,4.948717949,33.54299978,3,-44.47079058,0.247438115,0.311446802,0.323581723,41,0,2,1
1520,927.0345448,155.6925978,25.63695507,40.15796664,2.178047289,220,87,0.604545455,22.58635149,2,-55.20270806,0.323197648,0.403437929,0.378562433,35,2,0,1
1521,60.26739029,225.6645831,20.57563477,63.97360603,-2.810642706,171,435,1.543859649,39.46481063,0,-49.97618816,0.406091502,0.347840875,0.316274519,43,2,1,3
1522,934.4360268,211.7981499,0.536354521,283.3642307,2.862085558,467,53,0.886509636,31.81553468,9,-93.52639457,0.483482592,0.555572049,0.508014775,12,1,0,3
1523,351.6226872,792.5397676,6.486986832,300.9064756,-1.808827858,208,319,0.533653846,70.7174909,6,-98.0564621,0.719103004,0.72864443,0.815005551,38,3,0,4
1524,101.4208284,186.9072965,2.084399547,196.2686985,-2.338066219,135,348,1.577777778,26.76039901,7,-32.13209222,0.136673138,0.221567044,0.058864671,18,4,1,1
1525,485.8717592,66.65982982,17.11158299,199.603882,0.461829929,351,473,0.347578348,56.51428421,1,-70.1077314,0.302465542,0.385696857,0.178501005,15,4,2,4
1526,256.7765677,998.5608066,22.69433037,227.4958666,-2.520084252,53,432,7.150943396,46.12127258,7,-72.35179419,0.538670505,0.516557163,0.587199916,41,0,2,4
1527,284.872902,24.81721145,3.317375612,158.0816787,0.614719579,51,53,0.039215686,80.30469303,8,-97.54913125,0.589577405,0.619952753,0.64165385,29,3,1,2
1528,307.2899649,835.2440602,25.15013462,244.8716845,2.103759869,182,93,0.489010989,43.3811563,6,-91.67624357,0.536630221,0.610912459,0.627946947,38,1,1,4
1529,803.0258978,365.3668416,16.66526935,39.05325272,-2.712611871,351,284,0.190883191,86.52373172,0,-34.16682507,0.435488896,0.41243067,0.474358322,34,1,0,3
1530,539.1612767,841.6154598,20.69907036,346.0605273,1.799211627,128,177,0.3828125,1.014430993,3,-51.36084538,0.711475057,0.620240132,0.815895804,1,1,1,2
1531,311.3076992,554.6204912,29.14205546,270.0557366,-0.633135354,196,145,0.260204082,60.87879917,6,-71.35515653,0.204474724,0.176436293,0.134303802,0,3,1,1
1532,610.3337833,901.6312295,2.510429647,227.2227134,-2.043056197,215,127,0.409302326,1.97089236,5,-36.68611071,0.282727675,0.255808508,0.143312572,47,1,1,3
1533,716.1506742,926.1929864,27.03672069,113.8759405,-1.943421118,364,268,0.263736264,71.67949801,7,-58.70750093,0.444483484,0.505832605,0.514320664,44,2,0,0
1534,272.6240007,9.098181281,3.78308088,57.94397548,2.512587262,287,312,0.087108014,24.25731778,5,-47.7472366,0.695502964,0.65742766,0.661284828,2,0,0,1
1535,413.5491015,75.41217599,11.7887642,147.363467,-2.336365488,377,471,0.24933687,38.61814393,9,-69.78803051,0.082350834,0.161147573,-0.004760223,25,1,0,0
1536,121.8860933,250.3587296,25.54316089,238.1676266,2.200696723,325,329,0.012307692,38.66331391,5,-69.79303536,0.115670991,0.125399299,-0.018837571,27,2,0,3
1537,181.1493495,669.3154164,27.1876271,228.1355076,0.265467726,253,122,0.517786561,84.79581942,9,-95.21546502,0.782408335,0.799639172,0.859021177,26,2,1,1
1538,681.117854,888.2721965,15.19115021,137.7508158,-2.765662927,102,94,0.078431373,11.10718333,5,-48.62187116,0.260954958,0.322356467,0.358851915,13,4,0,0
1539,181.4383477,459.9419513,17.82313915,220.7831018,-0.213143126,156,404,1.58974359,67.02279838,6,-93.06178176,0.963486782,0.890401828,0.930193642,49,0,1,0
1540,525.1633837,606.9731163,21.24442004,292.9493864,1.904697087,104,203,0.951923077,98.14442609,4,-46.50128282,0.961404926,0.86499325,1.076932843,42,4,0,1
1541,709.0462617,188.4998528,24.98276005,9.462518042,1.357216726,295,339,0.149152542,3.216058485,8,-86.63993385,0.685944986,0.597267921,0.660611966,23,3,1,4
1542,106.8769231,804.9668339,3.645335086,162.2235773,-0.067305494,472,405,0.141949153,96.62352568,6,-82.68429238,0.716873221,0.623005928,0.85233763,34,2,2,3
1543,567.3122196,967.3281114,24.30207925,273.0798822,2.160299278,426,264,0.38028169,2.822068165,0,-35.74771711,0.651000225,0.690979201,0.795962878,33,4,0,3
1544,256.5627837,268.5989329,14.43828452,196.6120094,-2.277811429,213,196,0.079812207,84.27379639,8,-66.99026349,0.177330937,0.126325154,0.272618857,23,0,1,2
1545,962.9268752,494.8259516,13.51870275,234.5313917,2.45964632,491,266,0.458248473,96.16319755,5,-91.23302317,0.500455653,0.571940075,0.427325505,5,2,1,1
1546,483.5456467,86.11611051,12.71699256,186.0035013,2.078647251,64,36,0.4375,99.30971084,7,-36.64429153,0.793016211,0.869591215,0.752913592,30,1,0,3
1547,805.9925498,559.1366565,15.27634756,357.0748361,1.249660954,50,339,5.78,46.45301276,8,-68.33220865,0.774678103,0.745895498,0.784474621,28,0,0,0
1548,550.2265422,502.7834418,28.3515166,19.66375314,1.907326453,400,72,0.82,86.82879312,1,-90.86140699,0.898770663,0.837735734,0.847374813,35,1,1,1
1549,43.41253285,144.4364842,16.44611318,176.7761358,0.262893041,186,305,0.639784946,13.11161476,1,-72.64239199,0.900798174,0.900560569,0.996477113,28,3,2,0
1550,633.1513756,442.0662131,28.59532615,32.90995768,1.050974575,200,369,0.845,43.11304952,4,-58.74695229,0.261485437,0.324647111,0.389749885,12,1,0,1
1551,951.4033422,334.1046521,5.408703918,57.52280236,0.363588424,229,182,0.205240175,31.48952264,4,-74.63605796,0.721720511,0.758698906,0.867456825,7,1,2,0
1552,601.6118201,521.8308753,21.72407936,137.8938062,-0.867428817,459,72,0.843137255,40.12252801,9,-35.29714093,0.651339938,0.556488389,0.602229281,14,3,1,0
1553,819.1888594,585.6543354,24.36718616,55.99443294,0.413164784,281,242,0.138790036,70.49610437,9,-81.12213234,0.885830175,0.787260285,0.816903396,32,3,1,1
1554,884.2064633,8.495578607,20.37386494,346.9273797,-1.455208005,237,230,0.029535865,9.660539804,1,-87.69222091,0.183474393,0.106235099,0.081794758,24,1,2,2
1555,228.0797719,761.0059829,18.20766841,340.8443196,-0.358324975,67,412,5.149253731,99.81823207,9,-84.53341799,0.739792577,0.707147338,0.604031336,15,2,0,0
1556,212.0448399,713.0142919,16.94438343,120.9994726,-1.315347556,274,184,0.328467153,63.87164874,3,-94.13750374,0.423332111,0.430708553,0.326436545,20,2,1,1
1557,610.9809889,366.2863862,25.82791448,230.3091763,-2.262673263,154,249,0.616883117,87.47824107,8,-68.33927061,0.394485517,0.458002506,0.329838003,36,4,0,4
1558,411.0284698,52.93593557,24.64939791,192.1511954,-1.068828862,255,182,0.28627451,83.13986096,3,-38.51662504,0.035790982,-0.035650466,0.003109716,44,4,0,4
1559,839.8613029,754.9325398,3.668661635,293.611313,2.111923309,235,65,0.723404255,76.83375686,0,-78.62622762,0.961460415,0.891956219,0.844373673,16,3,2,2
1560,900.0231234,955.1751605,25.45762971,225.8804195,-0.713515376,114,255,1.236842105,4.883129581,4,-81.91636671,0.675768542,0.748494621,0.771838972,33,0,1,1
1561,353.4213793,240.151596,12.42205858,0.090883617,1.488021894,382,351,0.081151832,52.13024058,1,-41.3830735,0.590702292,0.675507277,0.626413742,12,1,0,2
1562,236.870559,323.5246137,7.6109049,274.7427788,-1.948812875,421,150,0.643705463,33.48668925,5,-78.58036012,0.251165821,0.261423701,0.269956165,33,3,0,0
1563,780.5255152,183.8128895,26.09305704,268.8653237,-0.453485045,256,38,0.8515625,12.18097247,0,-66.61756143,0.658445403,0.715423924,0.672028085,42,3,0,4
1564,274.8060355,576.9361233,12.96074399,183.500174,-2.310863584,278,368,0.323741007,34.95603044,6,-97.81333321,0.945602792,0.914137015,0.882590435,14,3,1,2
1565,822.6143185,154.8413946,24.25094071,325.0508304,-2.16827362,118,364,2.084745763,64.83550069,6,-79.9049776,0.163287756,0.252541132,0.294550629,40,2,2,0
1566,423.7382536,356.1939435,7.902108359,327.040634,0.704618279,191,210,0.09947644,23.83201643,3,-90.8608021,0.983808618,1.064784708,0.903328903,21,0,2,4
1567,667.5498993,697.0130139,0.117879643,188.6082036,0.644890905,255,50,0.803921569,45.01494749,8,-92.59077216,0.427429341,0.49735033,0.478032602,3,2,1,2
1568,95.53531383,560.115983,14.86377579,218.8757632,-1.719768556,223,463,1.076233184,41.04493012,2,-69.80078205,0.978229119,0.880825437,0.90416132,48,4,2,0
1569,623.8593247,386.4625643,3.006847699,358.7479459,-0.153460834,246,301,0.223577236,6.193833318,4,-80.58673271,0.633867557,0.638527174,0.780753461,46,3,2,3
1570,451.7676787,420.2496018,22.63127867,107.5752845,2.179837002,380,223,0.413157895,63.18017041,4,-88.34872651,0.324106786,0.229439147,0.447605809,38,2,2,4
1571,586.6084632,562.1108826,8.282254082,116.8622072,-1.954790948,465,55,0.88172043,62.26584333,7,-64.19603108,0.374443972,0.409933083,0.30381094,22,3,2,0
1572,168.0142077,5.864727887,13.3093694,65.79860496,-2.884736802,356,457,0.283707865,96.67503602,9,-45.11692119,0.290554827,0.227243553,0.436795955,12,0,2,3
1573,736.8737449,78.50986845,2.611006953,322.5120981,0.911970844,246,314,0.276422764,30.50251645,9,-48.5598595,0.334777041,0.362673033,0.372564862,7,1,0,2
1574,862.7970775,881.2580678,8.599777453,268.0158204,-2.679010751,277,127,0.541516245,42.47615184,3,-82.44659473,0.646535866,0.566127585,0.71510206,0,2,1,3
1575,216.7398001,77.87898909,23.4447073,38.03142559,2.879641431,320,459,0.434375,40.96012461,0,-81.58057472,0.016605106,0.067928336,-0.048520107,40,0,0,4
1576,95.71455552,706.8035962,4.547637357,353.4362464,0.657721703,486,248,0.489711934,92.0546462,4,-48.766873,0.967631159,1.012920757,0.882421828,49,1,0,1
1577,23.63858605,920.0381641,19.41478683,263.1462149,-0.177621883,248,356,0.435483871,41.45628222,0,-60.99820314,0.768528055,0.669450032,0.875948771,16,3,1,2
1578,641.9715004,270.6836043,27.52277558,306.1879595,-0.42004476,374,462,0.235294118,44.83365028,2,-48.03084538,0.941009295,0.999419929,0.873566772,16,0,0,3
1579,607.0940361,370.4914371,20.39510279,17.3342841,0.438423951,64,428,5.6875,25.98210888,5,-99.90442446,0.717543061,0.650300526,0.842801877,7,4,2,0
1580,546.6974127,568.9214058,24.33065068,181.7859308,-2.45625338,335,302,0.098507463,1.115646496,0,-93.90033161,0.481033659,0.402891686,0.441027338,2,1,0,1
1581,231.9470961,881.7089696,3.269148879,251.4953832,2.580114353,383,422,0.101827676,11.93461647,9,-43.86209548,0.189727456,0.189776897,0.042471667,28,1,1,1
1582,390.9059959,941.9055873,7.52195478,195.4607704,0.753852411,457,317,0.306345733,70.68502599,2,-40.42168465,0.516321548,0.534339791,0.543970451,21,3,0,2
1583,594.4763352,739.5632481,26.83616557,239.9930877,-1.896129014,265,95,0.641509434,68.56706374,6,-75.95918752,0.71169555,0.632316712,0.667783473,42,4,2,3
1584,496.7668589,86.61976085,21.45316841,294.4346629,0.375486323,84,344,3.095238095,32.93052671,1,-32.91655987,0.854182697,0.815132412,0.996974775,1,2,1,4
1585,987.7855202,669.1541555,19.18661479,134.7613427,-2.200460965,118,445,2.771186441,47.82761655,5,-78.89013972,0.324131091,0.305690072,0.290146136,1,0,0,3
1586,136.4397526,410.3037219,19.91300208,305.5207232,-2.894683695,445,140,0.685393258,30.44046094,6,-37.68017319,0.510480797,0.599204,0.454821321,47,3,2,3
1587,695.144554,470.7009995,12.42601663,58.64979772,0.783101911,261,241,0.076628352,73.36072247,1,-70.48036406,0.619980863,0.570245314,0.639899262,16,4,1,2
1588,404.3187681,49.14839035,1.336698949,97.51897981,0.890900051,95,200,1.105263158,84.40743566,4,-60.67339391,0.588592815,0.540690424,0.65755912,8,1,1,2
1589,428.1996149,191.0621393,23.53324626,15.60442317,0.502179497,431,368,0.146171694,90.01142397,9,-54.97094115,0.052372777,0.084251822,0.192327754,32,1,2,0
1590,717.5977657,790.5136075,20.36139709,131.1936521,-1.899100774,297,395,0.32996633,18.21326082,9,-90.68242056,0.483393833,0.528824331,0.354278277,28,1,1,4
1591,692.4361513,453.958833,14.18413392,136.7674361,0.620579151,469,88,0.812366738,69.80665744,0,-97.40220186,0.809031307,0.711195739,0.784883893,28,4,1,2
1592,991.2559937,301.6622416,26.99278846,289.897415,-2.660934354,134,59,0.559701493,96.33746304,2,-70.12397988,0.802303839,0.72911001,0.851407117,43,4,0,0
1593,128.3942895,384.019074,10.08478995,235.1270413,0.655430133,97,296,2.051546392,65.41055871,0,-88.77504336,0.507142195,0.478680402,0.358632864,5,2,2,1
1594,104.1096494,854.3995133,8.829652327,157.2201209,0.324102115,280,404,0.442857143,35.74644022,2,-61.57463285,0.952356382,0.978758584,0.94906624,42,0,0,0
1595,724.3388171,748.9990174,26.18388975,234.7610323,0.931528985,116,183,0.577586207,63.95869021,3,-68.24506353,0.826230278,0.753054081,0.918189788,5,1,0,4
1596,578.386917,272.3153972,23.90962964,19.00200619,2.372853635,487,379,0.221765914,69.15417918,4,-91.4531664,0.737326905,0.708716728,0.6025884,36,2,0,0
1597,274.1606666,117.5018402,15.44939432,64.89775297,2.102148631,138,31,0.775362319,40.30768269,3,-53.39504671,0.515600779,0.431641302,0.467764843,44,4,2,0
1598,79.41936899,251.9982216,3.922042184,225.7012279,2.883925149,268,447,0.667910448,11.2951041,3,-98.56536479,0.590676345,0.604899111,0.560951841,0,2,1,2
1599,85.6582496,920.7564511,6.452144144,230.8920549,2.857446198,469,198,0.57782516,61.05932688,8,-91.15316853,0.223235183,0.208508249,0.288120617,15,1,2,4
1600,894.1908747,581.5888378,19.68683971,278.6884771,1.63391816,101,243,1.405940594,80.41193925,8,-50.98850454,0.532406936,0.590023181,0.471122627,10,0,1,0
1601,191.8673247,533.4802087,11.55123714,145.0799133,2.738517733,71,280,2.943661972,99.76007189,8,-63.05012061,0.526021812,0.540799501,0.449902141,21,2,2,3
1602,323.3715621,596.3935997,25.09419575,260.1194748,2.203703315,471,60,0.872611465,23.08277239,4,-80.26469225,0.202762464,0.234583977,0.087413628,33,4,1,0
1603,226.6564022,366.0282657,28.49865028,246.2329197,1.365494699,148,348,1.351351351,70.33850844,4,-87.38277085,0.951148303,0.985379965,1.099912162,0,3,0,1
1604,354.9963058,807.1070203,24.16910776,346.8216162,-2.547694472,495,212,0.571717172,3.776276816,1,-55.04013888,0.244752149,0.262673867,0.236252006,12,3,0,1
1605,69.42384275,523.2862493,11.32636269,77.44688151,-2.70570067,498,402,0.192771084,97.0127027,5,-85.60823345,0.104222471,0.00744088,-0.031314001,48,2,1,0
1606,519.0597909,116.7479028,23.66059288,198.604643,2.025597405,180,218,0.211111111,2.243881691,1,-31.07722442,0.467009208,0.533421064,0.339969091,45,4,0,0
1607,67.61256359,129.0651248,10.5432502,216.6351992,-0.062064853,137,242,0.766423358,36.5207012,9,-39.14821454,0.686073538,0.769413454,0.574459777,48,2,2,3
1608,800.3565078,536.8591465,5.013002633,359.5132386,1.887640106,185,156,0.156756757,8.563874525,4,-90.74894351,0.195151868,0.20199992,0.108675198,41,2,2,0
1609,233.7120819,936.5702181,1.001796146,72.42629118,-1.122490376,423,321,0.241134752,62.4758282,4,-39.85932059,0.18289158,0.105323239,0.255019155,27,3,2,2
1610,540.0119146,308.3521217,11.57150138,188.3584872,-0.61410085,88,325,2.693181818,34.61047977,3,-75.84700528,0.261470326,0.292410635,0.279076788,48,2,1,4
1611,880.0790876,869.5411689,27.10677911,124.6267108,1.201120326,67,52,0.223880597,73.5614492,4,-65.70127259,0.302717388,0.275463445,0.385715214,12,3,1,3
1612,650.877369,764.0955866,7.169597633,189.3214687,2.491960422,154,439,1.850649351,49.1514286,6,-90.00229934,0.246200053,0.160856068,0.10214552,37,4,2,0
1613,532.9577866,247.8124429,6.195394948,83.56629676,-2.473431153,436,47,0.892201835,42.52093822,9,-91.69994311,0.470698655,0.541540072,0.400233449,29,4,1,2
1614,324.3337531,36.34074832,29.09462356,17.14045623,2.168868868,195,108,0.446153846,35.50311856,1,-39.41549238,0.018263105,0.060605776,-0.010079207,35,4,2,0
1615,333.0019131,101.8472651,0.750123386,206.1235634,1.758076349,385,63,0.836363636,9.526787534,0,-55.90684313,0.087516694,0.148481709,0.066220814,3,3,0,3
1616,669.4869552,728.4939338,23.57346451,120.9075537,-1.106764376,273,441,0.615384615,21.27766042,3,-67.7677293,0.729364472,0.788589813,0.595432508,13,1,0,3
1617,994.1393612,199.669738,9.641098672,65.49890463,-0.868700315,166,136,0.180722892,64.27114799,6,-97.46853005,0.412339936,0.383875602,0.415796032,35,1,0,1
1618,661.8391898,371.2709205,1.124638706,116.6168038,-2.721231137,50,334,5.68,50.17841519,0,-35.46266089,0.360317192,0.356759794,0.296304254,22,1,2,1
1619,557.7834174,501.699166,27.53407621,17.74087252,-2.905556333,166,477,1.873493976,7.938855709,3,-73.6738241,0.010444782,-0.042824328,-0.082113292,4,1,1,0
1620,730.6505102,725.4681685,4.189269906,342.1592043,-0.137963242,433,228,0.473441109,54.85122005,5,-70.83455806,0.298217877,0.349197184,0.349566339,45,4,2,4
1621,465.2056123,113.2312233,16.55337851,209.2132494,-2.426762127,75,220,1.933333333,6.360123483,5,-79.71333294,0.821186375,0.825978723,0.696341235,14,1,2,2
1622,60.1423426,406.3664053,8.221626223,293.3167253,-1.835989114,485,261,0.46185567,51.6609678,0,-37.60969861,0.340367265,0.370368378,0.450469547,22,2,2,1
1623,562.2968159,485.0729091,1.955784066,152.3225511,2.080603197,61,91,0.491803279,96.53118324,6,-75.87906619,0.963693454,0.935017913,1.083641057,7,3,0,1
1624,957.6252845,540.827064,1.49767457,325.1932803,0.426170348,343,71,0.793002915,31.42711082,4,-87.80254845,0.389958944,0.42579545,0.337619885,10,1,0,4
1625,175.3029424,818.3606414,3.466700965,173.9945598,0.801794624,390,53,0.864102564,72.62681073,5,-64.96099636,0.464128901,0.498369841,0.610198792,6,4,0,3
1626,690.0048908,171.678195,2.141010417,206.620316,-1.875124015,218,192,0.119266055,74.80965202,0,-45.29551385,0.80190947,0.855941192,0.772289464,22,1,2,0
1627,200.9336887,807.8314518,22.81674347,177.0458328,1.971970827,102,212,1.078431373,41.08109381,6,-74.00630666,0.983024303,0.914111802,1.121718896,44,3,1,0
1628,535.8276845,692.8784277,14.56698607,263.9801865,2.207878635,318,462,0.452830189,59.73592293,3,-54.35677,0.3715968,0.396330475,0.517660332,45,0,1,2
1629,96.67644965,555.8708142,10.28676274,203.9961879,0.139965562,297,362,0.218855219,47.73256298,2,-78.70429878,0.119936111,0.195831382,0.218009176,40,0,1,4
1630,450.3709363,699.5278704,12.5510673,97.77561249,2.475346631,177,124,0.299435028,29.05293895,3,-49.6166383,0.523057298,0.441889542,0.410506517,26,4,1,4
1631,756.1633289,412.017739,27.86840207,52.39423128,2.06897175,125,472,2.776,75.71946742,8,-53.18932885,0.591760862,0.683910196,0.617086645,30,4,1,4
1632,347.5715242,138.397586,27.32255438,218.20478,1.38794506,318,112,0.647798742,70.57983495,4,-52.3471639,0.95945647,0.901013094,1.029032507,46,4,1,3
1633,664.9117245,665.7652403,21.4702944,176.1047862,1.404455494,195,122,0.374358974,90.15433759,4,-54.78646502,0.413922516,0.501231786,0.287161871,39,1,2,4
1634,795.4499608,524.6723067,26.54047132,34.55125081,-2.367639156,452,307,0.32079646,62.19449179,7,-89.05813668,0.090810398,0.164414381,0.208902961,1,3,0,3
1635,927.1778195,639.3748005,9.589440828,142.4222877,-1.374983774,452,134,0.703539823,39.48329398,6,-37.84063107,0.650934732,0.704972359,0.756476119,43,3,1,0
1636,234.6420819,337.998781,11.43327978,185.3195119,-2.598916681,97,114,0.175257732,71.68674825,2,-58.99730869,0.021112126,-0.037001036,0.151269051,47,3,0,3
1637,399.3159158,906.8665773,18.41136546,297.6815642,-2.947912745,248,90,0.637096774,62.28458673,0,-73.2329058,0.425418277,0.368705878,0.429707105,30,0,2,0
1638,152.4160133,587.3698686,18.70877842,27.3963801,-2.050142812,120,237,0.975,62.04480509,1,-87.93652912,0.409646632,0.361507604,0.35693802,7,3,1,2
1639,992.4835022,85.40248429,14.45099514,125.4583254,2.282923096,461,187,0.594360087,85.13393795,2,-45.149323,0.254819086,0.316910373,0.256722537,0,4,0,4
1640,927.0009679,449.8039907,12.01973545,296.1562042,-1.560755646,141,98,0.304964539,91.13638534,0,-64.36661946,0.964309056,0.901846913,1.033115627,24,1,2,2
1641,539.9571303,756.3560547,29.58540935,233.4326154,2.820923776,452,473,0.046460177,18.84392478,0,-89.68948433,0.403408415,0.41957657,0.378269969,16,0,2,4
1642,842.0332944,794.1345617,24.63370878,104.3849958,0.583745997,258,291,0.127906977,32.0909722,7,-35.5005401,0.894707115,0.950212923,0.850235946,29,1,1,2
1643,520.9579773,494.5970528,13.04940594,304.3206439,-1.576449074,391,370,0.05370844,65.3802644,7,-92.57422984,0.515110548,0.507236563,0.388227264,23,2,0,1
1644,623.585688,894.7475708,21.81877432,177.585689,-0.017215179,388,263,0.322164948,56.16490214,1,-63.30451632,0.820536167,0.888685381,0.804707115,30,4,1,1
1645,89.12443212,267.6684372,8.086850798,179.4066809,-1.685431064,97,399,3.113402062,65.58029078,7,-57.25930222,0.451395223,0.463815822,0.419262157,12,0,1,3
1646,755.2704205,410.5986972,3.005079787,351.5714421,2.903841349,78,168,1.153846154,43.86844533,1,-30.07107834,0.991537186,1.010562264,1.040524829,14,4,1,2
1647,127.7134836,898.5969106,10.57293077,340.9619412,2.083589903,225,309,0.373333333,41.83146236,4,-90.13590032,0.640029065,0.675385726,0.62165256,25,1,1,4
1648,826.0676303,896.2567165,12.089184,129.071766,-2.842567267,68,364,4.352941176,12.64773662,0,-57.05078619,0.155947004,0.225142812,0.00715863,31,3,2,0
1649,782.0280877,685.7127688,0.496113737,50.60848632,2.686656189,404,260,0.356435644,62.74117577,8,-66.62989439,0.006430822,-0.092642379,0.001736966,44,2,2,3
1650,708.7446977,858.9805471,24.44376005,117.2400236,1.326390644,96,395,3.114583333,18.4027796,3,-82.00197909,0.928900367,0.907411422,1.011014798,34,4,2,3
1651,36.16038052,88.77326696,10.77580207,10.97397371,-2.505712488,394,389,0.012690355,67.43113797,9,-34.04528811,0.68680083,0.779399134,0.820392229,15,2,0,1
1652,303.1283559,864.9949762,17.41254497,7.476439216,1.023826478,109,80,0.266055046,96.74015208,1,-44.64094219,0.106290671,0.026025024,0.014177409,8,1,1,2
1653,263.1125699,320.6199066,2.218895618,142.3879691,0.881560188,225,268,0.191111111,26.38486992,0,-45.60595499,0.743486953,0.690176656,0.720247723,18,4,2,2
1654,360.1364075,178.3315124,5.249904863,338.7671362,-1.687267525,304,48,0.842105263,15.07307823,5,-37.05697683,0.227148604,0.24133482,0.331386839,39,3,2,3
1655,87.64274676,239.3698363,26.69081176,313.6886428,1.5506802,453,207,0.543046358,3.393349283,7,-49.24691562,0.809230392,0.880806341,0.672084273,39,2,2,1
1656,936.957823,417.968508,18.26062584,184.1194202,-2.47761178,278,238,0.143884892,38.50389145,3,-64.52823773,0.609922671,0.529363338,0.564891269,45,0,2,0
1657,553.8022407,251.1920046,28.50852151,203.4814972,-0.063328913,196,416,1.12244898,22.24649483,0,-72.59244465,0.123659978,0.02446606,0.150984228,44,1,2,1
1658,305.5243107,320.567586,29.96250103,2.136058829,-2.940460757,347,160,0.538904899,49.69408289,0,-50.71065311,0.070949129,0.108353499,0.023703946,2,4,0,2
1659,396.9815171,134.9784861,11.15580346,77.5804161,2.812424933,382,260,0.319371728,52.90629677,5,-57.80317381,0.466118,0.48557841,0.462933887,25,0,0,0
1660,447.2025405,296.1767656,8.964091922,8.918685696,1.509381791,288,413,0.434027778,35.58344669,1,-61.99864663,0.936893458,0.891105559,1.068625768,36,3,0,3
1661,600.5943334,572.2838145,25.75068165,271.6342318,-2.046887543,381,121,0.682414698,75.24071601,4,-58.76599948,0.564632696,0.65615568,0.421810646,7,3,1,0
1662,515.6794277,441.8537081,29.95834281,52.43248657,-0.94995576,482,60,0.875518672,90.5758604,1,-54.12566852,0.759108866,0.770938846,0.632483262,5,2,0,3
1663,919.3919732,346.7187612,18.88923703,312.8569569,-2.036625733,448,391,0.127232143,21.94078668,8,-32.19070651,0.469473313,0.502155977,0.378562214,4,1,0,1
1664,496.9634829,746.4521289,23.85422168,231.5967529,1.599704785,237,278,0.172995781,83.79347957,1,-47.27893569,0.384080595,0.359837034,0.349550323,20,4,1,0
1665,992.1580148,893.5099714,23.45237576,82.59072355,-2.646622047,373,153,0.589812332,13.98760208,4,-87.64971181,0.822207499,0.90652514,0.813444462,26,0,0,4
1666,851.4249577,756.7892229,10.66019125,56.77931415,2.042439933,384,398,0.036458333,23.64151627,3,-67.32618555,0.463386549,0.418601876,0.324387994,43,4,0,2
1667,208.5105144,332.0007021,17.22811141,225.9448923,2.653178033,258,460,0.782945736,56.58015294,0,-52.52308268,0.141542708,0.191300213,0.256312408,37,0,0,3
1668,930.5952146,744.4421678,24.99170824,324.3013129,1.059767657,460,165,0.641304348,31.35156739,9,-87.70422461,0.274520491,0.197853704,0.35209745,7,1,2,0
1669,116.3663979,151.9801825,20.64341629,258.6096788,-1.7222073,124,302,1.435483871,5.129368268,8,-34.71054044,0.561383412,0.568940718,0.491786504,21,3,2,0
1670,817.4497085,130.3179881,0.634914419,125.4767946,-0.839459425,232,384,0.655172414,30.19234203,2,-94.60822938,0.402577138,0.41813505,0.329607608,22,3,1,4
1671,380.6232935,345.627037,10.10117007,211.4580943,-0.136560751,136,129,0.051470588,90.58214867,9,-57.23117536,0.36639291,0.304063623,0.224068546,24,4,1,1
1672,877.9743204,807.702369,4.334270898,111.8742103,0.627748633,320,248,0.225,18.24809303,7,-31.68452572,0.66876423,0.633519578,0.638503848,6,4,1,4
1673,868.0566901,246.3482472,6.989166362,359.693844,1.011978539,229,133,0.419213974,76.6113371,3,-49.04921947,0.636320406,0.572059845,0.562664501,13,2,1,0
1674,805.9254001,63.2534089,27.16468432,269.5821078,0.325288292,464,330,0.288793103,72.50591859,8,-52.5919278,0.31402611,0.383031327,0.349552102,40,0,1,2
1675,790.0304363,131.7095352,1.106798667,221.1773903,-0.892116475,294,126,0.571428571,11.51625679,4,-30.18057171,0.359426605,0.390864417,0.373791523,28,2,2,0
